method,collision_system,map_name,num_agents,seed,episode_step,duration_ns,duration_ms
EPOM-L,block_both,random-s40_d0.15,100,0,17,5688492,5.688492
EPOM-L,block_both,random-s40_d0.15,100,0,18,5693872,5.693872
EPOM-L,block_both,random-s40_d0.15,100,0,19,5624242,5.624242
EPOM-L,block_both,random-s40_d0.15,100,0,20,5664492,5.664492
EPOM-L,block_both,random-s40_d0.15,100,0,21,5695122,5.695122
EPOM-L,block_both,random-s40_d0.15,100,0,22,5695022,5.695022
EPOM-L,block_both,random-s40_d0.15,100,0,23,5642052,5.642052
EPOM-L,block_both,random-s40_d0.15,100,0,24,5675902,5.675902
EPOM-L,block_both,random-s40_d0.15,100,0,25,5665532,5.665532
EPOM-L,block_both,random-s40_d0.15,100,0,26,5685102,5.685102
EPOM-L,block_both,random-s40_d0.15,100,0,27,5764232,5.764232
EPOM-L,block_both,random-s40_d0.15,100,0,28,5669862,5.669862
EPOM-L,block_both,random-s40_d0.15,100,0,29,5701683,5.701683
EPOM-L,block_both,random-s40_d0.15,100,0,30,5669573,5.669573
EPOM-L,block_both,random-s40_d0.15,100,0,31,5807322,5.807322
EPOM-L,block_both,random-s40_d0.15,100,0,32,5835202,5.835202
EPOM-L,block_both,random-s40_d0.15,100,0,33,5907022,5.907022
EPOM-L,block_both,random-s40_d0.15,100,0,34,5957512,5.957512
EPOM-L,block_both,random-s40_d0.15,100,0,35,5835452,5.835452
EPOM-L,block_both,random-s40_d0.15,100,0,36,5898673,5.898673
EPOM-L,block_both,random-s40_d0.15,100,0,37,5809043,5.809043
EPOM-L,block_both,random-s40_d0.15,100,0,38,5937552,5.937552
EPOM-L,block_both,random-s40_d0.15,100,0,39,5899523,5.899523
EPOM-L,block_both,random-s40_d0.15,100,0,40,5884913,5.884913
EPOM-L,block_both,random-s40_d0.15,100,0,41,5886332,5.886332
EPOM-L,block_both,random-s40_d0.15,100,0,42,5880762,5.880762
EPOM-L,block_both,random-s40_d0.15,100,0,43,5785732,5.785732
EPOM-L,block_both,random-s40_d0.15,100,0,44,5791882,5.791882
EPOM-L,block_both,random-s40_d0.15,100,0,45,5795202,5.795202
EPOM-L,block_both,random-s40_d0.15,100,0,46,5850072,5.850072
EPOM-L,block_both,random-s40_d0.15,100,0,47,5882963,5.882963
EPOM-L,block_both,random-s40_d0.15,100,0,48,6001302,6.001302
EPOM-L,block_both,random-s40_d0.15,100,0,49,5768713,5.768713
EPOM-L,block_both,random-s40_d0.15,100,0,50,5885302,5.885302
EPOM-L,block_both,random-s40_d0.15,100,0,51,5935822,5.935822
EPOM-L,block_both,random-s40_d0.15,100,0,52,5854563,5.854563
EPOM-L,block_both,random-s40_d0.15,100,0,53,5968333,5.968333
EPOM-L,block_both,random-s40_d0.15,100,0,54,6399453,6.399453
EPOM-L,block_both,random-s40_d0.15,100,0,55,5817902,5.817902
EPOM-L,block_both,random-s40_d0.15,100,0,56,5914982,5.914982
EPOM-L,block_both,random-s40_d0.15,100,0,57,5772623,5.772623
EPOM-L,block_both,random-s40_d0.15,100,0,58,6037692,6.037692
EPOM-L,block_both,random-s40_d0.15,100,0,59,5896843,5.896843
EPOM-L,block_both,random-s40_d0.15,100,0,60,5830362,5.830362
EPOM-L,block_both,random-s40_d0.15,100,0,61,5902533,5.902533
EPOM-L,block_both,random-s40_d0.15,100,0,62,5886773,5.886773
EPOM-L,block_both,random-s40_d0.15,100,0,63,5952222,5.952222
EPOM-L,block_both,random-s40_d0.15,100,0,64,5888103,5.888103
EPOM-L,block_both,random-s40_d0.15,100,0,65,5849913,5.849913
EPOM-L,block_both,random-s40_d0.15,100,0,66,5982383,5.982383
EPOM-L,block_both,random-s40_d0.15,100,0,67,5905393,5.905393
EPOM-L,block_both,random-s40_d0.15,100,0,68,5939673,5.939673
EPOM-L,block_both,random-s40_d0.15,100,0,69,5865582,5.865582
EPOM-L,block_both,random-s40_d0.15,100,0,70,5960982,5.960982
EPOM-L,block_both,random-s40_d0.15,100,0,71,5961133,5.961133
EPOM-L,block_both,random-s40_d0.15,100,0,72,5949472,5.949472
EPOM-L,block_both,random-s40_d0.15,100,0,73,5956902,5.956902
EPOM-L,block_both,random-s40_d0.15,100,0,74,5994223,5.994223
EPOM-L,block_both,random-s40_d0.15,100,0,75,5918662,5.918662
EPOM-L,block_both,random-s40_d0.15,100,0,76,5954933,5.954933
EPOM-L,block_both,random-s40_d0.15,100,0,77,5900603,5.900603
EPOM-L,block_both,random-s40_d0.15,100,0,78,5823312,5.823312
EPOM-L,block_both,random-s40_d0.15,100,0,79,5917703,5.917703
EPOM-L,block_both,random-s40_d0.15,100,0,80,5884853,5.884853
EPOM-L,block_both,random-s40_d0.15,300,0,17,12716505,12.716505
EPOM-L,block_both,random-s40_d0.15,300,0,18,12680096,12.680096
EPOM-L,block_both,random-s40_d0.15,300,0,19,12716096,12.716096
EPOM-L,block_both,random-s40_d0.15,300,0,20,12649195,12.649195
EPOM-L,block_both,random-s40_d0.15,300,0,21,12715116,12.715116
EPOM-L,block_both,random-s40_d0.15,300,0,22,12683995,12.683995
EPOM-L,block_both,random-s40_d0.15,300,0,23,12755455,12.755455
EPOM-L,block_both,random-s40_d0.15,300,0,24,12728105,12.728105
EPOM-L,block_both,random-s40_d0.15,300,0,25,12773635,12.773635
EPOM-L,block_both,random-s40_d0.15,300,0,26,12791025,12.791025
EPOM-L,block_both,random-s40_d0.15,300,0,27,12781025,12.781025
EPOM-L,block_both,random-s40_d0.15,300,0,28,12773276,12.773276
EPOM-L,block_both,random-s40_d0.15,300,0,29,12698335,12.698335
EPOM-L,block_both,random-s40_d0.15,300,0,30,13194266,13.194266
EPOM-L,block_both,random-s40_d0.15,300,0,31,12583575,12.583575
EPOM-L,block_both,random-s40_d0.15,300,0,32,12603665,12.603665
EPOM-L,block_both,random-s40_d0.15,300,0,33,12949666,12.949666
EPOM-L,block_both,random-s40_d0.15,300,0,34,12829325,12.829325
EPOM-L,block_both,random-s40_d0.15,300,0,35,12838326,12.838326
EPOM-L,block_both,random-s40_d0.15,300,0,36,12888496,12.888496
EPOM-L,block_both,random-s40_d0.15,300,0,37,12937276,12.937276
EPOM-L,block_both,random-s40_d0.15,300,0,38,12965656,12.965656
EPOM-L,block_both,random-s40_d0.15,300,0,39,13007975,13.007975
EPOM-L,block_both,random-s40_d0.15,300,0,40,13041185,13.041185
EPOM-L,block_both,random-s40_d0.15,300,0,41,12933615,12.933615
EPOM-L,block_both,random-s40_d0.15,300,0,42,13015726,13.015726
EPOM-L,block_both,random-s40_d0.15,300,0,43,13012375,13.012375
EPOM-L,block_both,random-s40_d0.15,300,0,44,13105805,13.105805
EPOM-L,block_both,random-s40_d0.15,300,0,45,13177646,13.177646
EPOM-L,block_both,random-s40_d0.15,300,0,46,13162116,13.162116
EPOM-L,block_both,random-s40_d0.15,300,0,47,13171725,13.171725
EPOM-L,block_both,random-s40_d0.15,300,0,48,13245366,13.245366
EPOM-L,block_both,random-s40_d0.15,300,0,49,13253026,13.253026
EPOM-L,block_both,random-s40_d0.15,300,0,50,13147765,13.147765
EPOM-L,block_both,random-s40_d0.15,300,0,51,13314526,13.314526
EPOM-L,block_both,random-s40_d0.15,300,0,52,13218386,13.218386
EPOM-L,block_both,random-s40_d0.15,300,0,53,13321865,13.321865
EPOM-L,block_both,random-s40_d0.15,300,0,54,13311375,13.311375
EPOM-L,block_both,random-s40_d0.15,300,0,55,13149566,13.149566
EPOM-L,block_both,random-s40_d0.15,300,0,56,13350506,13.350506
EPOM-L,block_both,random-s40_d0.15,300,0,57,13399095,13.399095
EPOM-L,block_both,random-s40_d0.15,300,0,58,13267355,13.267355
EPOM-L,block_both,random-s40_d0.15,300,0,59,13299645,13.299645
EPOM-L,block_both,random-s40_d0.15,300,0,60,13150485,13.150485
EPOM-L,block_both,random-s40_d0.15,300,0,61,13307816,13.307816
EPOM-L,block_both,random-s40_d0.15,300,0,62,13262035,13.262035
EPOM-L,block_both,random-s40_d0.15,300,0,63,13275635,13.275635
EPOM-L,block_both,random-s40_d0.15,300,0,64,13255616,13.255616
EPOM-L,block_both,random-s40_d0.15,300,0,65,13285526,13.285526
EPOM-L,block_both,random-s40_d0.15,300,0,66,13480756,13.480756
EPOM-L,block_both,random-s40_d0.15,300,0,67,13659936,13.659936
EPOM-L,block_both,random-s40_d0.15,300,0,68,13598695,13.598695
EPOM-L,block_both,random-s40_d0.15,300,0,69,13554066,13.554066
EPOM-L,block_both,random-s40_d0.15,300,0,70,13333965,13.333965
EPOM-L,block_both,random-s40_d0.15,300,0,71,13284246,13.284246
EPOM-L,block_both,random-s40_d0.15,300,0,72,13373985,13.373985
EPOM-L,block_both,random-s40_d0.15,300,0,73,13546436,13.546436
EPOM-L,block_both,random-s40_d0.15,300,0,74,13574735,13.574735
EPOM-L,block_both,random-s40_d0.15,300,0,75,13534926,13.534926
EPOM-L,block_both,random-s40_d0.15,300,0,76,13668895,13.668895
EPOM-L,block_both,random-s40_d0.15,300,0,77,13556295,13.556295
EPOM-L,block_both,random-s40_d0.15,300,0,78,13514376,13.514376
EPOM-L,block_both,random-s40_d0.15,300,0,79,13476986,13.476986
EPOM-L,block_both,random-s40_d0.15,300,0,80,13509505,13.509505
EPOM-L,block_both,random-s40_d0.15,600,0,17,23983400,23.9834
EPOM-L,block_both,random-s40_d0.15,600,0,18,23975190,23.97519
EPOM-L,block_both,random-s40_d0.15,600,0,19,24057930,24.05793
EPOM-L,block_both,random-s40_d0.15,600,0,20,24039890,24.03989
EPOM-L,block_both,random-s40_d0.15,600,0,21,24186050,24.18605
EPOM-L,block_both,random-s40_d0.15,600,0,22,24211280,24.21128
EPOM-L,block_both,random-s40_d0.15,600,0,23,24061640,24.06164
EPOM-L,block_both,random-s40_d0.15,600,0,24,24132630,24.13263
EPOM-L,block_both,random-s40_d0.15,600,0,25,24073580,24.07358
EPOM-L,block_both,random-s40_d0.15,600,0,26,24157969,24.157969
EPOM-L,block_both,random-s40_d0.15,600,0,27,23850020,23.85002
EPOM-L,block_both,random-s40_d0.15,600,0,28,24042750,24.04275
EPOM-L,block_both,random-s40_d0.15,600,0,29,24099540,24.09954
EPOM-L,block_both,random-s40_d0.15,600,0,30,23988480,23.98848
EPOM-L,block_both,random-s40_d0.15,600,0,31,24141279,24.141279
EPOM-L,block_both,random-s40_d0.15,600,0,32,24000240,24.00024
EPOM-L,block_both,random-s40_d0.15,600,0,33,24279730,24.27973
EPOM-L,block_both,random-s40_d0.15,600,0,34,24204390,24.20439
EPOM-L,block_both,random-s40_d0.15,600,0,35,24226090,24.22609
EPOM-L,block_both,random-s40_d0.15,600,0,36,25899601,25.899601
EPOM-L,block_both,random-s40_d0.15,600,0,37,24284110,24.28411
EPOM-L,block_both,random-s40_d0.15,600,0,38,24326170,24.32617
EPOM-L,block_both,random-s40_d0.15,600,0,39,24345820,24.34582
EPOM-L,block_both,random-s40_d0.15,600,0,40,24205730,24.20573
EPOM-L,block_both,random-s40_d0.15,600,0,41,24422900,24.4229
EPOM-L,block_both,random-s40_d0.15,600,0,42,25855171,25.855171
EPOM-L,block_both,random-s40_d0.15,600,0,43,24554630,24.55463
EPOM-L,block_both,random-s40_d0.15,600,0,44,24964420,24.96442
EPOM-L,block_both,random-s40_d0.15,600,0,45,24871520,24.87152
EPOM-L,block_both,random-s40_d0.15,600,0,46,24720960,24.72096
EPOM-L,block_both,random-s40_d0.15,600,0,47,24734590,24.73459
EPOM-L,block_both,random-s40_d0.15,600,0,48,24732080,24.73208
EPOM-L,block_both,random-s40_d0.15,600,0,49,24827140,24.82714
EPOM-L,block_both,random-s40_d0.15,600,0,50,24838400,24.8384
EPOM-L,block_both,random-s40_d0.15,600,0,51,24858880,24.85888
EPOM-L,block_both,random-s40_d0.15,600,0,52,24801780,24.80178
EPOM-L,block_both,random-s40_d0.15,600,0,53,24831700,24.8317
EPOM-L,block_both,random-s40_d0.15,600,0,54,24806060,24.80606
EPOM-L,block_both,random-s40_d0.15,600,0,55,24720800,24.7208
EPOM-L,block_both,random-s40_d0.15,600,0,56,24836960,24.83696
EPOM-L,block_both,random-s40_d0.15,600,0,57,24904790,24.90479
EPOM-L,block_both,random-s40_d0.15,600,0,58,24714501,24.714501
EPOM-L,block_both,random-s40_d0.15,600,0,59,24722980,24.72298
EPOM-L,block_both,random-s40_d0.15,600,0,60,24779050,24.77905
EPOM-L,block_both,random-s40_d0.15,600,0,61,24944841,24.944841
EPOM-L,block_both,random-s40_d0.15,600,0,62,24845200,24.8452
EPOM-L,block_both,random-s40_d0.15,600,0,63,24842640,24.84264
EPOM-L,block_both,random-s40_d0.15,600,0,64,24822180,24.82218
EPOM-L,block_both,random-s40_d0.15,600,0,65,24765240,24.76524
EPOM-L,block_both,random-s40_d0.15,600,0,66,30254363,30.254363
EPOM-L,block_both,random-s40_d0.15,600,0,67,24820811,24.820811
EPOM-L,block_both,random-s40_d0.15,600,0,68,25007400,25.0074
EPOM-L,block_both,random-s40_d0.15,600,0,69,24980010,24.98001
EPOM-L,block_both,random-s40_d0.15,600,0,70,25170381,25.170381
EPOM-L,block_both,random-s40_d0.15,600,0,71,24981051,24.981051
EPOM-L,block_both,random-s40_d0.15,600,0,72,24902350,24.90235
EPOM-L,block_both,random-s40_d0.15,600,0,73,25041110,25.04111
EPOM-L,block_both,random-s40_d0.15,600,0,74,24926310,24.92631
EPOM-L,block_both,random-s40_d0.15,600,0,75,24920150,24.92015
EPOM-L,block_both,random-s40_d0.15,600,0,76,24950200,24.9502
EPOM-L,block_both,random-s40_d0.15,600,0,77,25082670,25.08267
EPOM-L,block_both,random-s40_d0.15,600,0,78,25036330,25.03633
EPOM-L,block_both,random-s40_d0.15,600,0,79,25050350,25.05035
EPOM-L,block_both,random-s40_d0.15,600,0,80,24994880,24.99488
EPOM-L,soft,random-s40_d0.15,100,0,17,5605322,5.605322
EPOM-L,soft,random-s40_d0.15,100,0,18,5622192,5.622192
EPOM-L,soft,random-s40_d0.15,100,0,19,5557163,5.557163
EPOM-L,soft,random-s40_d0.15,100,0,20,5648032,5.648032
EPOM-L,soft,random-s40_d0.15,100,0,21,5566063,5.566063
EPOM-L,soft,random-s40_d0.15,100,0,22,5621143,5.621143
EPOM-L,soft,random-s40_d0.15,100,0,23,5572202,5.572202
EPOM-L,soft,random-s40_d0.15,100,0,24,5622592,5.622592
EPOM-L,soft,random-s40_d0.15,100,0,25,5663423,5.663423
EPOM-L,soft,random-s40_d0.15,100,0,26,5648422,5.648422
EPOM-L,soft,random-s40_d0.15,100,0,27,5683262,5.683262
EPOM-L,soft,random-s40_d0.15,100,0,28,5604302,5.604302
EPOM-L,soft,random-s40_d0.15,100,0,29,5683652,5.683652
EPOM-L,soft,random-s40_d0.15,100,0,30,5656963,5.656963
EPOM-L,soft,random-s40_d0.15,100,0,31,5654942,5.654942
EPOM-L,soft,random-s40_d0.15,100,0,32,5751793,5.751793
EPOM-L,soft,random-s40_d0.15,100,0,33,5876192,5.876192
EPOM-L,soft,random-s40_d0.15,100,0,34,5798283,5.798283
EPOM-L,soft,random-s40_d0.15,100,0,35,5764943,5.764943
EPOM-L,soft,random-s40_d0.15,100,0,36,5765523,5.765523
EPOM-L,soft,random-s40_d0.15,100,0,37,5801233,5.801233
EPOM-L,soft,random-s40_d0.15,100,0,38,5697982,5.697982
EPOM-L,soft,random-s40_d0.15,100,0,39,5714833,5.714833
EPOM-L,soft,random-s40_d0.15,100,0,40,5797782,5.797782
EPOM-L,soft,random-s40_d0.15,100,0,41,5680533,5.680533
EPOM-L,soft,random-s40_d0.15,100,0,42,5704592,5.704592
EPOM-L,soft,random-s40_d0.15,100,0,43,5808332,5.808332
EPOM-L,soft,random-s40_d0.15,100,0,44,5757222,5.757222
EPOM-L,soft,random-s40_d0.15,100,0,45,5715902,5.715902
EPOM-L,soft,random-s40_d0.15,100,0,46,5864223,5.864223
EPOM-L,soft,random-s40_d0.15,100,0,47,5851193,5.851193
EPOM-L,soft,random-s40_d0.15,100,0,48,5831883,5.831883
EPOM-L,soft,random-s40_d0.15,100,0,49,5821563,5.821563
EPOM-L,soft,random-s40_d0.15,100,0,50,5864003,5.864003
EPOM-L,soft,random-s40_d0.15,100,0,51,5858572,5.858572
EPOM-L,soft,random-s40_d0.15,100,0,52,5862602,5.862602
EPOM-L,soft,random-s40_d0.15,100,0,53,5829252,5.829252
EPOM-L,soft,random-s40_d0.15,100,0,54,5775692,5.775692
EPOM-L,soft,random-s40_d0.15,100,0,55,5735642,5.735642
EPOM-L,soft,random-s40_d0.15,100,0,56,5776922,5.776922
EPOM-L,soft,random-s40_d0.15,100,0,57,5768543,5.768543
EPOM-L,soft,random-s40_d0.15,100,0,58,5824982,5.824982
EPOM-L,soft,random-s40_d0.15,100,0,59,5930833,5.930833
EPOM-L,soft,random-s40_d0.15,100,0,60,5888693,5.888693
EPOM-L,soft,random-s40_d0.15,100,0,61,5886953,5.886953
EPOM-L,soft,random-s40_d0.15,100,0,62,5923732,5.923732
EPOM-L,soft,random-s40_d0.15,100,0,63,5924783,5.924783
EPOM-L,soft,random-s40_d0.15,100,0,64,6003573,6.003573
EPOM-L,soft,random-s40_d0.15,100,0,65,5961163,5.961163
EPOM-L,soft,random-s40_d0.15,100,0,66,5841612,5.841612
EPOM-L,soft,random-s40_d0.15,100,0,67,5783823,5.783823
EPOM-L,soft,random-s40_d0.15,100,0,68,5975922,5.975922
EPOM-L,soft,random-s40_d0.15,100,0,69,5981232,5.981232
EPOM-L,soft,random-s40_d0.15,100,0,70,6007152,6.007152
EPOM-L,soft,random-s40_d0.15,100,0,71,5997863,5.997863
EPOM-L,soft,random-s40_d0.15,100,0,72,5961402,5.961402
EPOM-L,soft,random-s40_d0.15,100,0,73,5954053,5.954053
EPOM-L,soft,random-s40_d0.15,100,0,74,5980703,5.980703
EPOM-L,soft,random-s40_d0.15,100,0,75,5909813,5.909813
EPOM-L,soft,random-s40_d0.15,100,0,76,5813902,5.813902
EPOM-L,soft,random-s40_d0.15,100,0,77,5837462,5.837462
EPOM-L,soft,random-s40_d0.15,100,0,78,5928772,5.928772
EPOM-L,soft,random-s40_d0.15,100,0,79,5889273,5.889273
EPOM-L,soft,random-s40_d0.15,100,0,80,5911142,5.911142
EPOM-L,soft,random-s40_d0.15,300,0,17,12798826,12.798826
EPOM-L,soft,random-s40_d0.15,300,0,18,12868505,12.868505
EPOM-L,soft,random-s40_d0.15,300,0,19,12837715,12.837715
EPOM-L,soft,random-s40_d0.15,300,0,20,12885365,12.885365
EPOM-L,soft,random-s40_d0.15,300,0,21,12838815,12.838815
EPOM-L,soft,random-s40_d0.15,300,0,22,12833435,12.833435
EPOM-L,soft,random-s40_d0.15,300,0,23,12834855,12.834855
EPOM-L,soft,random-s40_d0.15,300,0,24,12961645,12.961645
EPOM-L,soft,random-s40_d0.15,300,0,25,12880935,12.880935
EPOM-L,soft,random-s40_d0.15,300,0,26,12882286,12.882286
EPOM-L,soft,random-s40_d0.15,300,0,27,12842046,12.842046
EPOM-L,soft,random-s40_d0.15,300,0,28,12912815,12.912815
EPOM-L,soft,random-s40_d0.15,300,0,29,12906466,12.906466
EPOM-L,soft,random-s40_d0.15,300,0,30,12907955,12.907955
EPOM-L,soft,random-s40_d0.15,300,0,31,12856606,12.856606
EPOM-L,soft,random-s40_d0.15,300,0,32,12935645,12.935645
EPOM-L,soft,random-s40_d0.15,300,0,33,12835696,12.835696
EPOM-L,soft,random-s40_d0.15,300,0,34,12800606,12.800606
EPOM-L,soft,random-s40_d0.15,300,0,35,12853165,12.853165
EPOM-L,soft,random-s40_d0.15,300,0,36,13079025,13.079025
EPOM-L,soft,random-s40_d0.15,300,0,37,13089365,13.089365
EPOM-L,soft,random-s40_d0.15,300,0,38,13141795,13.141795
EPOM-L,soft,random-s40_d0.15,300,0,39,13135845,13.135845
EPOM-L,soft,random-s40_d0.15,300,0,40,13215475,13.215475
EPOM-L,soft,random-s40_d0.15,300,0,41,13112565,13.112565
EPOM-L,soft,random-s40_d0.15,300,0,42,13173556,13.173556
EPOM-L,soft,random-s40_d0.15,300,0,43,14174225,14.174225
EPOM-L,soft,random-s40_d0.15,300,0,44,13373336,13.373336
EPOM-L,soft,random-s40_d0.15,300,0,45,13578056,13.578056
EPOM-L,soft,random-s40_d0.15,300,0,46,13501385,13.501385
EPOM-L,soft,random-s40_d0.15,300,0,47,13374825,13.374825
EPOM-L,soft,random-s40_d0.15,300,0,48,13366095,13.366095
EPOM-L,soft,random-s40_d0.15,300,0,49,13400556,13.400556
EPOM-L,soft,random-s40_d0.15,300,0,50,13335206,13.335206
EPOM-L,soft,random-s40_d0.15,300,0,51,13361285,13.361285
EPOM-L,soft,random-s40_d0.15,300,0,52,13435345,13.435345
EPOM-L,soft,random-s40_d0.15,300,0,53,13455246,13.455246
EPOM-L,soft,random-s40_d0.15,300,0,54,13517946,13.517946
EPOM-L,soft,random-s40_d0.15,300,0,55,13468615,13.468615
EPOM-L,soft,random-s40_d0.15,300,0,56,13365165,13.365165
EPOM-L,soft,random-s40_d0.15,300,0,57,13240475,13.240475
EPOM-L,soft,random-s40_d0.15,300,0,58,13350136,13.350136
EPOM-L,soft,random-s40_d0.15,300,0,59,13304736,13.304736
EPOM-L,soft,random-s40_d0.15,300,0,60,13407415,13.407415
EPOM-L,soft,random-s40_d0.15,300,0,61,13215936,13.215936
EPOM-L,soft,random-s40_d0.15,300,0,62,13322896,13.322896
EPOM-L,soft,random-s40_d0.15,300,0,63,13427796,13.427796
EPOM-L,soft,random-s40_d0.15,300,0,64,13525736,13.525736
EPOM-L,soft,random-s40_d0.15,300,0,65,13526125,13.526125
EPOM-L,soft,random-s40_d0.15,300,0,66,13376216,13.376216
EPOM-L,soft,random-s40_d0.15,300,0,67,13429426,13.429426
EPOM-L,soft,random-s40_d0.15,300,0,68,13516196,13.516196
EPOM-L,soft,random-s40_d0.15,300,0,69,13467226,13.467226
EPOM-L,soft,random-s40_d0.15,300,0,70,13600936,13.600936
EPOM-L,soft,random-s40_d0.15,300,0,71,13495216,13.495216
EPOM-L,soft,random-s40_d0.15,300,0,72,13763885,13.763885
EPOM-L,soft,random-s40_d0.15,300,0,73,13596865,13.596865
EPOM-L,soft,random-s40_d0.15,300,0,74,13630586,13.630586
EPOM-L,soft,random-s40_d0.15,300,0,75,13611396,13.611396
EPOM-L,soft,random-s40_d0.15,300,0,76,13570806,13.570806
EPOM-L,soft,random-s40_d0.15,300,0,77,13759906,13.759906
EPOM-L,soft,random-s40_d0.15,300,0,78,13634885,13.634885
EPOM-L,soft,random-s40_d0.15,300,0,79,13759176,13.759176
EPOM-L,soft,random-s40_d0.15,300,0,80,13629705,13.629705
EPOM-L,soft,random-s40_d0.15,600,0,17,24131510,24.13151
EPOM-L,soft,random-s40_d0.15,600,0,18,24244290,24.24429
EPOM-L,soft,random-s40_d0.15,600,0,19,24197370,24.19737
EPOM-L,soft,random-s40_d0.15,600,0,20,24270560,24.27056
EPOM-L,soft,random-s40_d0.15,600,0,21,24240640,24.24064
EPOM-L,soft,random-s40_d0.15,600,0,22,24292510,24.29251
EPOM-L,soft,random-s40_d0.15,600,0,23,24148150,24.14815
EPOM-L,soft,random-s40_d0.15,600,0,24,24211980,24.21198
EPOM-L,soft,random-s40_d0.15,600,0,25,24187570,24.18757
EPOM-L,soft,random-s40_d0.15,600,0,26,24239210,24.23921
EPOM-L,soft,random-s40_d0.15,600,0,27,24279480,24.27948
EPOM-L,soft,random-s40_d0.15,600,0,28,24288180,24.28818
EPOM-L,soft,random-s40_d0.15,600,0,29,24358390,24.35839
EPOM-L,soft,random-s40_d0.15,600,0,30,24429160,24.42916
EPOM-L,soft,random-s40_d0.15,600,0,31,24352210,24.35221
EPOM-L,soft,random-s40_d0.15,600,0,32,24219749,24.219749
EPOM-L,soft,random-s40_d0.15,600,0,33,24405210,24.40521
EPOM-L,soft,random-s40_d0.15,600,0,34,24482040,24.48204
EPOM-L,soft,random-s40_d0.15,600,0,35,24596140,24.59614
EPOM-L,soft,random-s40_d0.15,600,0,36,24693360,24.69336
EPOM-L,soft,random-s40_d0.15,600,0,37,24944130,24.94413
EPOM-L,soft,random-s40_d0.15,600,0,38,25515730,25.51573
EPOM-L,soft,random-s40_d0.15,600,0,39,25321720,25.32172
EPOM-L,soft,random-s40_d0.15,600,0,40,25817331,25.817331
EPOM-L,soft,random-s40_d0.15,600,0,41,25355050,25.35505
EPOM-L,soft,random-s40_d0.15,600,0,42,25241120,25.24112
EPOM-L,soft,random-s40_d0.15,600,0,43,25636690,25.63669
EPOM-L,soft,random-s40_d0.15,600,0,44,25350030,25.35003
EPOM-L,soft,random-s40_d0.15,600,0,45,25739841,25.739841
EPOM-L,soft,random-s40_d0.15,600,0,46,24994920,24.99492
EPOM-L,soft,random-s40_d0.15,600,0,47,25634050,25.63405
EPOM-L,soft,random-s40_d0.15,600,0,48,25227520,25.22752
EPOM-L,soft,random-s40_d0.15,600,0,49,25355690,25.35569
EPOM-L,soft,random-s40_d0.15,600,0,50,25403131,25.403131
EPOM-L,soft,random-s40_d0.15,600,0,51,25036420,25.03642
EPOM-L,soft,random-s40_d0.15,600,0,52,25588380,25.58838
EPOM-L,soft,random-s40_d0.15,600,0,53,25445580,25.44558
EPOM-L,soft,random-s40_d0.15,600,0,54,25516220,25.51622
EPOM-L,soft,random-s40_d0.15,600,0,55,25356020,25.35602
EPOM-L,soft,random-s40_d0.15,600,0,56,25562451,25.562451
EPOM-L,soft,random-s40_d0.15,600,0,57,25517641,25.517641
EPOM-L,soft,random-s40_d0.15,600,0,58,25596220,25.59622
EPOM-L,soft,random-s40_d0.15,600,0,59,25561090,25.56109
EPOM-L,soft,random-s40_d0.15,600,0,60,25520531,25.520531
EPOM-L,soft,random-s40_d0.15,600,0,61,25747601,25.747601
EPOM-L,soft,random-s40_d0.15,600,0,62,25490430,25.49043
EPOM-L,soft,random-s40_d0.15,600,0,63,25498260,25.49826
EPOM-L,soft,random-s40_d0.15,600,0,64,25482701,25.482701
EPOM-L,soft,random-s40_d0.15,600,0,65,25361051,25.361051
EPOM-L,soft,random-s40_d0.15,600,0,66,25679380,25.67938
EPOM-L,soft,random-s40_d0.15,600,0,67,25695121,25.695121
EPOM-L,soft,random-s40_d0.15,600,0,68,25579310,25.57931
EPOM-L,soft,random-s40_d0.15,600,0,69,25521420,25.52142
EPOM-L,soft,random-s40_d0.15,600,0,70,25606890,25.60689
EPOM-L,soft,random-s40_d0.15,600,0,71,25692940,25.69294
EPOM-L,soft,random-s40_d0.15,600,0,72,25531250,25.53125
EPOM-L,soft,random-s40_d0.15,600,0,73,25963741,25.963741
EPOM-L,soft,random-s40_d0.15,600,0,74,25828511,25.828511
EPOM-L,soft,random-s40_d0.15,600,0,75,25840470,25.84047
EPOM-L,soft,random-s40_d0.15,600,0,76,25936461,25.936461
EPOM-L,soft,random-s40_d0.15,600,0,77,25869260,25.86926
EPOM-L,soft,random-s40_d0.15,600,0,78,26078541,26.078541
EPOM-L,soft,random-s40_d0.15,600,0,79,25914890,25.91489
EPOM-L,soft,random-s40_d0.15,600,0,80,25957301,25.957301
AORePlan,block_both,random-s40_d0.15,100,0,17,18479157,18.479157
AORePlan,block_both,random-s40_d0.15,100,0,18,17674878,17.674878
AORePlan,block_both,random-s40_d0.15,100,0,19,18141688,18.141688
AORePlan,block_both,random-s40_d0.15,100,0,20,17420797,17.420797
AORePlan,block_both,random-s40_d0.15,100,0,21,17653127,17.653127
AORePlan,block_both,random-s40_d0.15,100,0,22,30577902,30.577902
AORePlan,block_both,random-s40_d0.15,100,0,23,17312657,17.312657
AORePlan,block_both,random-s40_d0.15,100,0,24,15991677,15.991677
AORePlan,block_both,random-s40_d0.15,100,0,25,23098959,23.098959
