method,collision_system,map_name,num_agents,seed,episode_step,duration_ns,duration_ms
AORePlan,soft,random-s40_d0.15,600,0,46,190085214,190.085214
AORePlan,soft,random-s40_d0.15,600,0,47,184148773,184.148773
AORePlan,soft,random-s40_d0.15,600,0,48,201319975,201.319975
AORePlan,soft,random-s40_d0.15,600,0,49,231616621,231.616621
AORePlan,soft,random-s40_d0.15,600,0,50,224633960,224.63396
AORePlan,soft,random-s40_d0.15,600,0,51,211900217,211.900217
AORePlan,soft,random-s40_d0.15,600,0,52,181026692,181.026692
AORePlan,soft,random-s40_d0.15,600,0,53,204269796,204.269796
AORePlan,soft,random-s40_d0.15,600,0,54,202362566,202.362566
AORePlan,soft,random-s40_d0.15,600,0,55,209524548,209.524548
AORePlan,soft,random-s40_d0.15,600,0,56,175104661,175.104661
AORePlan,soft,random-s40_d0.15,600,0,57,194759614,194.759614
AORePlan,soft,random-s40_d0.15,600,0,58,220573299,220.573299
AORePlan,soft,random-s40_d0.15,600,0,59,209574937,209.574937
AORePlan,soft,random-s40_d0.15,600,0,60,208396017,208.396017
AORePlan,soft,random-s40_d0.15,600,0,61,240407462,240.407462
AORePlan,soft,random-s40_d0.15,600,0,62,217290758,217.290758
AORePlan,soft,random-s40_d0.15,600,0,63,161249459,161.249459
AORePlan,soft,random-s40_d0.15,600,0,64,170421300,170.4213
AORePlan,soft,random-s40_d0.15,600,0,65,232509751,232.509751
AORePlan,soft,random-s40_d0.15,600,0,66,205098706,205.098706
AORePlan,soft,random-s40_d0.15,600,0,67,194395504,194.395504
AORePlan,soft,random-s40_d0.15,600,0,68,215022148,215.022148
AORePlan,soft,random-s40_d0.15,600,0,69,173645841,173.645841
AORePlan,soft,random-s40_d0.15,600,0,70,172305360,172.30536
AORePlan,soft,random-s40_d0.15,600,0,71,182886522,182.886522
AORePlan,soft,random-s40_d0.15,600,0,72,202389736,202.389736
AORePlan,soft,random-s40_d0.15,600,0,73,195173525,195.173525
AORePlan,soft,random-s40_d0.15,600,0,74,193267404,193.267404
AORePlan,soft,random-s40_d0.15,600,0,75,208835397,208.835397
AORePlan,soft,random-s40_d0.15,600,0,76,202743595,202.743595
AORePlan,soft,random-s40_d0.15,600,0,77,228553230,228.55323
AORePlan,soft,random-s40_d0.15,600,0,78,210005557,210.005557
AORePlan,soft,random-s40_d0.15,600,0,79,208446257,208.446257
AORePlan,soft,random-s40_d0.15,600,0,80,203111356,203.111356
ARPE,block_both,random-s40_d0.15,100,0,17,16445903,16.445903
ARPE,block_both,random-s40_d0.15,100,0,18,16461543,16.461543
ARPE,block_both,random-s40_d0.15,100,0,19,16464803,16.464803
ARPE,block_both,random-s40_d0.15,100,0,20,16238883,16.238883
ARPE,block_both,random-s40_d0.15,100,0,21,16549453,16.549453
ARPE,block_both,random-s40_d0.15,100,0,22,16397303,16.397303
ARPE,block_both,random-s40_d0.15,100,0,23,16358453,16.358453
ARPE,block_both,random-s40_d0.15,100,0,24,16351933,16.351933
ARPE,block_both,random-s40_d0.15,100,0,25,16395123,16.395123
ARPE,block_both,random-s40_d0.15,100,0,26,16411293,16.411293
ARPE,block_both,random-s40_d0.15,100,0,27,16333352,16.333352
ARPE,block_both,random-s40_d0.15,100,0,28,16422403,16.422403
ARPE,block_both,random-s40_d0.15,100,0,29,16304183,16.304183
ARPE,block_both,random-s40_d0.15,100,0,30,16375223,16.375223
ARPE,block_both,random-s40_d0.15,100,0,31,16539303,16.539303
ARPE,block_both,random-s40_d0.15,100,0,32,16617283,16.617283
ARPE,block_both,random-s40_d0.15,100,0,33,16549203,16.549203
ARPE,block_both,random-s40_d0.15,100,0,34,16537093,16.537093
ARPE,block_both,random-s40_d0.15,100,0,35,16581453,16.581453
ARPE,block_both,random-s40_d0.15,100,0,36,16515193,16.515193
ARPE,block_both,random-s40_d0.15,100,0,37,16544653,16.544653
ARPE,block_both,random-s40_d0.15,100,0,38,16481783,16.481783
ARPE,block_both,random-s40_d0.15,100,0,39,16627882,16.627882
ARPE,block_both,random-s40_d0.15,100,0,40,16640733,16.640733
ARPE,block_both,random-s40_d0.15,100,0,41,16615363,16.615363
ARPE,block_both,random-s40_d0.15,100,0,42,16632423,16.632423
ARPE,block_both,random-s40_d0.15,100,0,43,16505973,16.505973
ARPE,block_both,random-s40_d0.15,100,0,44,16670843,16.670843
ARPE,block_both,random-s40_d0.15,100,0,45,16702513,16.702513
ARPE,block_both,random-s40_d0.15,100,0,46,16757533,16.757533
ARPE,block_both,random-s40_d0.15,100,0,47,16593823,16.593823
ARPE,block_both,random-s40_d0.15,100,0,48,16587773,16.587773
ARPE,block_both,random-s40_d0.15,100,0,49,16745323,16.745323
ARPE,block_both,random-s40_d0.15,100,0,50,16762342,16.762342
ARPE,block_both,random-s40_d0.15,100,0,51,16752723,16.752723
ARPE,block_both,random-s40_d0.15,100,0,52,16809792,16.809792
ARPE,block_both,random-s40_d0.15,100,0,53,16698493,16.698493
ARPE,block_both,random-s40_d0.15,100,0,54,16702503,16.702503
ARPE,block_both,random-s40_d0.15,100,0,55,16798243,16.798243
ARPE,block_both,random-s40_d0.15,100,0,56,16666363,16.666363
ARPE,block_both,random-s40_d0.15,100,0,57,16696993,16.696993
ARPE,block_both,random-s40_d0.15,100,0,58,16629443,16.629443
ARPE,block_both,random-s40_d0.15,100,0,59,16524403,16.524403
ARPE,block_both,random-s40_d0.15,100,0,60,16666033,16.666033
ARPE,block_both,random-s40_d0.15,100,0,61,16581653,16.581653
ARPE,block_both,random-s40_d0.15,100,0,62,16698162,16.698162
ARPE,block_both,random-s40_d0.15,100,0,63,16715613,16.715613
ARPE,block_both,random-s40_d0.15,100,0,64,16707463,16.707463
ARPE,block_both,random-s40_d0.15,100,0,65,16815373,16.815373
ARPE,block_both,random-s40_d0.15,100,0,66,16701063,16.701063
ARPE,block_both,random-s40_d0.15,100,0,67,16607573,16.607573
ARPE,block_both,random-s40_d0.15,100,0,68,16693123,16.693123
ARPE,block_both,random-s40_d0.15,100,0,69,16509973,16.509973
ARPE,block_both,random-s40_d0.15,100,0,70,16736403,16.736403
ARPE,block_both,random-s40_d0.15,100,0,71,16706663,16.706663
ARPE,block_both,random-s40_d0.15,100,0,72,16556063,16.556063
ARPE,block_both,random-s40_d0.15,100,0,73,16596313,16.596313
ARPE,block_both,random-s40_d0.15,100,0,74,16689513,16.689513
ARPE,block_both,random-s40_d0.15,100,0,75,16623773,16.623773
ARPE,block_both,random-s40_d0.15,100,0,76,16592013,16.592013
ARPE,block_both,random-s40_d0.15,100,0,77,16656603,16.656603
ARPE,block_both,random-s40_d0.15,100,0,78,16619543,16.619543
ARPE,block_both,random-s40_d0.15,100,0,79,16720593,16.720593
ARPE,block_both,random-s40_d0.15,100,0,80,16711893,16.711893
ARPE,block_both,random-s40_d0.15,300,0,17,37838127,37.838127
ARPE,block_both,random-s40_d0.15,300,0,18,37714627,37.714627
ARPE,block_both,random-s40_d0.15,300,0,19,38008217,38.008217
ARPE,block_both,random-s40_d0.15,300,0,20,41611587,41.611587
ARPE,block_both,random-s40_d0.15,300,0,21,37866787,37.866787
ARPE,block_both,random-s40_d0.15,300,0,22,37790126,37.790126
ARPE,block_both,random-s40_d0.15,300,0,23,38008627,38.008627
ARPE,block_both,random-s40_d0.15,300,0,24,37835216,37.835216
ARPE,block_both,random-s40_d0.15,300,0,25,38020027,38.020027
ARPE,block_both,random-s40_d0.15,300,0,26,37919966,37.919966
ARPE,block_both,random-s40_d0.15,300,0,27,38175046,38.175046
ARPE,block_both,random-s40_d0.15,300,0,28,38027467,38.027467
ARPE,block_both,random-s40_d0.15,300,0,29,38209147,38.209147
ARPE,block_both,random-s40_d0.15,300,0,30,38231176,38.231176
ARPE,block_both,random-s40_d0.15,300,0,31,38185396,38.185396
ARPE,block_both,random-s40_d0.15,300,0,32,38131626,38.131626
ARPE,block_both,random-s40_d0.15,300,0,33,38295607,38.295607
ARPE,block_both,random-s40_d0.15,300,0,34,38271107,38.271107
ARPE,block_both,random-s40_d0.15,300,0,35,38189307,38.189307
ARPE,block_both,random-s40_d0.15,300,0,36,38209257,38.209257
ARPE,block_both,random-s40_d0.15,300,0,37,38279887,38.279887
ARPE,block_both,random-s40_d0.15,300,0,38,38182957,38.182957
ARPE,block_both,random-s40_d0.15,300,0,39,38050076,38.050076
ARPE,block_both,random-s40_d0.15,300,0,40,38288067,38.288067
ARPE,block_both,random-s40_d0.15,300,0,41,38271607,38.271607
ARPE,block_both,random-s40_d0.15,300,0,42,38105327,38.105327
ARPE,block_both,random-s40_d0.15,300,0,43,38120387,38.120387
ARPE,block_both,random-s40_d0.15,300,0,44,38401467,38.401467
ARPE,block_both,random-s40_d0.15,300,0,45,38315247,38.315247
ARPE,block_both,random-s40_d0.15,300,0,46,38426847,38.426847
ARPE,block_both,random-s40_d0.15,300,0,47,39399147,39.399147
ARPE,block_both,random-s40_d0.15,300,0,48,38564087,38.564087
ARPE,block_both,random-s40_d0.15,300,0,49,38668847,38.668847
ARPE,block_both,random-s40_d0.15,300,0,50,38668757,38.668757
ARPE,block_both,random-s40_d0.15,300,0,51,38447727,38.447727
ARPE,block_both,random-s40_d0.15,300,0,52,38676207,38.676207
ARPE,block_both,random-s40_d0.15,300,0,53,38619586,38.619586
ARPE,block_both,random-s40_d0.15,300,0,54,38637747,38.637747
ARPE,block_both,random-s40_d0.15,300,0,55,38339377,38.339377
ARPE,block_both,random-s40_d0.15,300,0,56,38657076,38.657076
ARPE,block_both,random-s40_d0.15,300,0,57,38460777,38.460777
ARPE,block_both,random-s40_d0.15,300,0,58,38538187,38.538187
ARPE,block_both,random-s40_d0.15,300,0,59,38595687,38.595687
ARPE,block_both,random-s40_d0.15,300,0,60,38593197,38.593197
ARPE,block_both,random-s40_d0.15,300,0,61,38462537,38.462537
ARPE,block_both,random-s40_d0.15,300,0,62,38600687,38.600687
ARPE,block_both,random-s40_d0.15,300,0,63,38395276,38.395276
ARPE,block_both,random-s40_d0.15,300,0,64,38577077,38.577077
ARPE,block_both,random-s40_d0.15,300,0,65,38509477,38.509477
ARPE,block_both,random-s40_d0.15,300,0,66,38680776,38.680776
ARPE,block_both,random-s40_d0.15,300,0,67,38634107,38.634107
ARPE,block_both,random-s40_d0.15,300,0,68,38532407,38.532407
ARPE,block_both,random-s40_d0.15,300,0,69,38691967,38.691967
ARPE,block_both,random-s40_d0.15,300,0,70,38660347,38.660347
ARPE,block_both,random-s40_d0.15,300,0,71,38571007,38.571007
ARPE,block_both,random-s40_d0.15,300,0,72,38828367,38.828367
ARPE,block_both,random-s40_d0.15,300,0,73,38780507,38.780507
ARPE,block_both,random-s40_d0.15,300,0,74,38813417,38.813417
ARPE,block_both,random-s40_d0.15,300,0,75,38622027,38.622027
ARPE,block_both,random-s40_d0.15,300,0,76,38540987,38.540987
ARPE,block_both,random-s40_d0.15,300,0,77,38617157,38.617157
ARPE,block_both,random-s40_d0.15,300,0,78,38957257,38.957257
ARPE,block_both,random-s40_d0.15,300,0,79,38905467,38.905467
ARPE,block_both,random-s40_d0.15,300,0,80,39071247,39.071247
ARPE,block_both,random-s40_d0.15,600,0,17,70465043,70.465043
ARPE,block_both,random-s40_d0.15,600,0,18,70744783,70.744783
ARPE,block_both,random-s40_d0.15,600,0,19,70529813,70.529813
ARPE,block_both,random-s40_d0.15,600,0,20,70541623,70.541623
ARPE,block_both,random-s40_d0.15,600,0,21,70649023,70.649023
ARPE,block_both,random-s40_d0.15,600,0,22,70770962,70.770962
ARPE,block_both,random-s40_d0.15,600,0,23,70557252,70.557252
ARPE,block_both,random-s40_d0.15,600,0,24,73932013,73.932013
ARPE,block_both,random-s40_d0.15,600,0,25,70730243,70.730243
ARPE,block_both,random-s40_d0.15,600,0,26,70645442,70.645442
ARPE,block_both,random-s40_d0.15,600,0,27,70633033,70.633033
ARPE,block_both,random-s40_d0.15,600,0,28,70805952,70.805952
ARPE,block_both,random-s40_d0.15,600,0,29,70825492,70.825492
ARPE,block_both,random-s40_d0.15,600,0,30,70843242,70.843242
ARPE,block_both,random-s40_d0.15,600,0,31,70736563,70.736563
ARPE,block_both,random-s40_d0.15,600,0,32,70917013,70.917013
ARPE,block_both,random-s40_d0.15,600,0,33,70487443,70.487443
ARPE,block_both,random-s40_d0.15,600,0,34,70763462,70.763462
ARPE,block_both,random-s40_d0.15,600,0,35,70542502,70.542502
ARPE,block_both,random-s40_d0.15,600,0,36,70736113,70.736113
ARPE,block_both,random-s40_d0.15,600,0,37,70633972,70.633972
ARPE,block_both,random-s40_d0.15,600,0,38,71049782,71.049782
ARPE,block_both,random-s40_d0.15,600,0,39,70980662,70.980662
ARPE,block_both,random-s40_d0.15,600,0,40,71084513,71.084513
ARPE,block_both,random-s40_d0.15,600,0,41,71069522,71.069522
ARPE,block_both,random-s40_d0.15,600,0,42,71439213,71.439213
ARPE,block_both,random-s40_d0.15,600,0,43,70906433,70.906433
ARPE,block_both,random-s40_d0.15,600,0,44,71177583,71.177583
ARPE,block_both,random-s40_d0.15,600,0,45,70967623,70.967623
ARPE,block_both,random-s40_d0.15,600,0,46,70764773,70.764773
ARPE,block_both,random-s40_d0.15,600,0,47,70672253,70.672253
ARPE,block_both,random-s40_d0.15,600,0,48,70760972,70.760972
ARPE,block_both,random-s40_d0.15,600,0,49,70995762,70.995762
ARPE,block_both,random-s40_d0.15,600,0,50,71206882,71.206882
ARPE,block_both,random-s40_d0.15,600,0,51,70793583,70.793583
ARPE,block_both,random-s40_d0.15,600,0,52,71224293,71.224293
ARPE,block_both,random-s40_d0.15,600,0,53,70987353,70.987353
ARPE,block_both,random-s40_d0.15,600,0,54,71213432,71.213432
ARPE,block_both,random-s40_d0.15,600,0,55,71305083,71.305083
ARPE,block_both,random-s40_d0.15,600,0,56,71154413,71.154413
ARPE,block_both,random-s40_d0.15,600,0,57,71179373,71.179373
ARPE,block_both,random-s40_d0.15,600,0,58,71213072,71.213072
ARPE,block_both,random-s40_d0.15,600,0,59,71221443,71.221443
ARPE,block_both,random-s40_d0.15,600,0,60,71460393,71.460393
ARPE,block_both,random-s40_d0.15,600,0,61,71268342,71.268342
ARPE,block_both,random-s40_d0.15,600,0,62,71513862,71.513862
ARPE,block_both,random-s40_d0.15,600,0,63,71199903,71.199903
ARPE,block_both,random-s40_d0.15,600,0,64,72454883,72.454883
ARPE,block_both,random-s40_d0.15,600,0,65,71626143,71.626143
ARPE,block_both,random-s40_d0.15,600,0,66,71166413,71.166413
ARPE,block_both,random-s40_d0.15,600,0,67,71235353,71.235353
ARPE,block_both,random-s40_d0.15,600,0,68,71458802,71.458802
ARPE,block_both,random-s40_d0.15,600,0,69,71456692,71.456692
ARPE,block_both,random-s40_d0.15,600,0,70,71529043,71.529043
ARPE,block_both,random-s40_d0.15,600,0,71,71325282,71.325282
ARPE,block_both,random-s40_d0.15,600,0,72,71439232,71.439232
ARPE,block_both,random-s40_d0.15,600,0,73,73484783,73.484783
ARPE,block_both,random-s40_d0.15,600,0,74,71575713,71.575713
ARPE,block_both,random-s40_d0.15,600,0,75,72035063,72.035063
ARPE,block_both,random-s40_d0.15,600,0,76,71781493,71.781493
ARPE,block_both,random-s40_d0.15,600,0,77,71515313,71.515313
ARPE,block_both,random-s40_d0.15,600,0,78,71985662,71.985662
ARPE,block_both,random-s40_d0.15,600,0,79,72014212,72.014212
ARPE,block_both,random-s40_d0.15,600,0,80,71637003,71.637003
ARPE,soft,random-s40_d0.15,100,0,17,16427693,16.427693
ARPE,soft,random-s40_d0.15,100,0,18,16332173,16.332173
ARPE,soft,random-s40_d0.15,100,0,19,16313003,16.313003
ARPE,soft,random-s40_d0.15,100,0,20,16392283,16.392283
ARPE,soft,random-s40_d0.15,100,0,21,16327423,16.327423
ARPE,soft,random-s40_d0.15,100,0,22,16468853,16.468853
ARPE,soft,random-s40_d0.15,100,0,23,16345903,16.345903
ARPE,soft,random-s40_d0.15,100,0,24,16371733,16.371733
ARPE,soft,random-s40_d0.15,100,0,25,16449063,16.449063
ARPE,soft,random-s40_d0.15,100,0,26,16558883,16.558883
ARPE,soft,random-s40_d0.15,100,0,27,16523823,16.523823
ARPE,soft,random-s40_d0.15,100,0,28,16670243,16.670243
ARPE,soft,random-s40_d0.15,100,0,29,16550673,16.550673
ARPE,soft,random-s40_d0.15,100,0,30,16608703,16.608703
ARPE,soft,random-s40_d0.15,100,0,31,16437763,16.437763
ARPE,soft,random-s40_d0.15,100,0,32,16766313,16.766313
ARPE,soft,random-s40_d0.15,100,0,33,16518053,16.518053
ARPE,soft,random-s40_d0.15,100,0,34,16643933,16.643933
ARPE,soft,random-s40_d0.15,100,0,35,16810073,16.810073
ARPE,soft,random-s40_d0.15,100,0,36,16713643,16.713643
ARPE,soft,random-s40_d0.15,100,0,37,16768433,16.768433
ARPE,soft,random-s40_d0.15,100,0,38,16722103,16.722103
ARPE,soft,random-s40_d0.15,100,0,39,16704762,16.704762
ARPE,soft,random-s40_d0.15,100,0,40,16728913,16.728913
ARPE,soft,random-s40_d0.15,100,0,41,16876983,16.876983
ARPE,soft,random-s40_d0.15,100,0,42,16744163,16.744163
ARPE,soft,random-s40_d0.15,100,0,43,16707673,16.707673
ARPE,soft,random-s40_d0.15,100,0,44,16877473,16.877473
ARPE,soft,random-s40_d0.15,100,0,45,16699243,16.699243
ARPE,soft,random-s40_d0.15,100,0,46,17149273,17.149273
ARPE,soft,random-s40_d0.15,100,0,47,16775153,16.775153
ARPE,soft,random-s40_d0.15,100,0,48,16685572,16.685572
ARPE,soft,random-s40_d0.15,100,0,49,16659573,16.659573
ARPE,soft,random-s40_d0.15,100,0,50,16684663,16.684663
ARPE,soft,random-s40_d0.15,100,0,51,16728763,16.728763
ARPE,soft,random-s40_d0.15,100,0,52,16757983,16.757983
ARPE,soft,random-s40_d0.15,100,0,53,16761263,16.761263
ARPE,soft,random-s40_d0.15,100,0,54,16729253,16.729253
ARPE,soft,random-s40_d0.15,100,0,55,16684783,16.684783
ARPE,soft,random-s40_d0.15,100,0,56,16742623,16.742623
ARPE,soft,random-s40_d0.15,100,0,57,16700103,16.700103
ARPE,soft,random-s40_d0.15,100,0,58,16668243,16.668243
ARPE,soft,random-s40_d0.15,100,0,59,16669923,16.669923
ARPE,soft,random-s40_d0.15,100,0,60,16603723,16.603723
ARPE,soft,random-s40_d0.15,100,0,61,16683963,16.683963
ARPE,soft,random-s40_d0.15,100,0,62,16799863,16.799863
ARPE,soft,random-s40_d0.15,100,0,63,16745723,16.745723
ARPE,soft,random-s40_d0.15,100,0,64,16740153,16.740153
ARPE,soft,random-s40_d0.15,100,0,65,16857843,16.857843
ARPE,soft,random-s40_d0.15,100,0,66,16790343,16.790343
ARPE,soft,random-s40_d0.15,100,0,67,16700223,16.700223
ARPE,soft,random-s40_d0.15,100,0,68,16714653,16.714653
ARPE,soft,random-s40_d0.15,100,0,69,16860033,16.860033
ARPE,soft,random-s40_d0.15,100,0,70,16821063,16.821063
ARPE,soft,random-s40_d0.15,100,0,71,16760453,16.760453
ARPE,soft,random-s40_d0.15,100,0,72,16828553,16.828553
ARPE,soft,random-s40_d0.15,100,0,73,16783173,16.783173
ARPE,soft,random-s40_d0.15,100,0,74,16830763,16.830763
ARPE,soft,random-s40_d0.15,100,0,75,16785682,16.785682
ARPE,soft,random-s40_d0.15,100,0,76,16815033,16.815033
ARPE,soft,random-s40_d0.15,100,0,77,16757723,16.757723
ARPE,soft,random-s40_d0.15,100,0,78,16817313,16.817313
ARPE,soft,random-s40_d0.15,100,0,79,16766363,16.766363
ARPE,soft,random-s40_d0.15,100,0,80,16808783,16.808783
ARPE,soft,random-s40_d0.15,300,0,17,37772196,37.772196
ARPE,soft,random-s40_d0.15,300,0,18,38142637,38.142637
ARPE,soft,random-s40_d0.15,300,0,19,37892996,37.892996
ARPE,soft,random-s40_d0.15,300,0,20,37993587,37.993587
ARPE,soft,random-s40_d0.15,300,0,21,38018387,38.018387
ARPE,soft,random-s40_d0.15,300,0,22,38045946,38.045946
ARPE,soft,random-s40_d0.15,300,0,23,37969797,37.969797
ARPE,soft,random-s40_d0.15,300,0,24,37964307,37.964307
ARPE,soft,random-s40_d0.15,300,0,25,38020147,38.020147
ARPE,soft,random-s40_d0.15,300,0,26,40624027,40.624027
ARPE,soft,random-s40_d0.15,300,0,27,38345027,38.345027
ARPE,soft,random-s40_d0.15,300,0,28,38345587,38.345587
ARPE,soft,random-s40_d0.15,300,0,29,38137037,38.137037
ARPE,soft,random-s40_d0.15,300,0,30,38164467,38.164467
ARPE,soft,random-s40_d0.15,300,0,31,38043247,38.043247
ARPE,soft,random-s40_d0.15,300,0,32,38264587,38.264587
ARPE,soft,random-s40_d0.15,300,0,33,38409957,38.409957
ARPE,soft,random-s40_d0.15,300,0,34,38182436,38.182436
ARPE,soft,random-s40_d0.15,300,0,35,38093967,38.093967
ARPE,soft,random-s40_d0.15,300,0,36,38366777,38.366777
ARPE,soft,random-s40_d0.15,300,0,37,38471807,38.471807
ARPE,soft,random-s40_d0.15,300,0,38,38429317,38.429317
ARPE,soft,random-s40_d0.15,300,0,39,38580417,38.580417
ARPE,soft,random-s40_d0.15,300,0,40,38556907,38.556907
ARPE,soft,random-s40_d0.15,300,0,41,38518127,38.518127
ARPE,soft,random-s40_d0.15,300,0,42,38589297,38.589297
ARPE,soft,random-s40_d0.15,300,0,43,38582277,38.582277
ARPE,soft,random-s40_d0.15,300,0,44,38703797,38.703797
ARPE,soft,random-s40_d0.15,300,0,45,38882397,38.882397
ARPE,soft,random-s40_d0.15,300,0,46,38812227,38.812227
ARPE,soft,random-s40_d0.15,300,0,47,38868557,38.868557
ARPE,soft,random-s40_d0.15,300,0,48,38872607,38.872607
ARPE,soft,random-s40_d0.15,300,0,49,38811077,38.811077
ARPE,soft,random-s40_d0.15,300,0,50,38869307,38.869307
ARPE,soft,random-s40_d0.15,300,0,51,38485597,38.485597
ARPE,soft,random-s40_d0.15,300,0,52,38910517,38.910517
ARPE,soft,random-s40_d0.15,300,0,53,38625957,38.625957
ARPE,soft,random-s40_d0.15,300,0,54,39004956,39.004956
ARPE,soft,random-s40_d0.15,300,0,55,38709637,38.709637
ARPE,soft,random-s40_d0.15,300,0,56,38963777,38.963777
ARPE,soft,random-s40_d0.15,300,0,57,39012747,39.012747
ARPE,soft,random-s40_d0.15,300,0,58,38947967,38.947967
ARPE,soft,random-s40_d0.15,300,0,59,38787577,38.787577
ARPE,soft,random-s40_d0.15,300,0,60,38913427,38.913427
ARPE,soft,random-s40_d0.15,300,0,61,38706247,38.706247
ARPE,soft,random-s40_d0.15,300,0,62,38844216,38.844216
ARPE,soft,random-s40_d0.15,300,0,63,38760387,38.760387
ARPE,soft,random-s40_d0.15,300,0,64,39079117,39.079117
ARPE,soft,random-s40_d0.15,300,0,65,39037757,39.037757
ARPE,soft,random-s40_d0.15,300,0,66,38954667,38.954667
ARPE,soft,random-s40_d0.15,300,0,67,38577567,38.577567
ARPE,soft,random-s40_d0.15,300,0,68,38989217,38.989217
ARPE,soft,random-s40_d0.15,300,0,69,39218867,39.218867
ARPE,soft,random-s40_d0.15,300,0,70,39176407,39.176407
ARPE,soft,random-s40_d0.15,300,0,71,39006467,39.006467
ARPE,soft,random-s40_d0.15,300,0,72,39266167,39.266167
ARPE,soft,random-s40_d0.15,300,0,73,39088907,39.088907
ARPE,soft,random-s40_d0.15,300,0,74,39321617,39.321617
ARPE,soft,random-s40_d0.15,300,0,75,39089457,39.089457
ARPE,soft,random-s40_d0.15,300,0,76,40833668,40.833668
ARPE,soft,random-s40_d0.15,300,0,77,38975227,38.975227
ARPE,soft,random-s40_d0.15,300,0,78,39043437,39.043437
ARPE,soft,random-s40_d0.15,300,0,79,39304257,39.304257
ARPE,soft,random-s40_d0.15,300,0,80,39295857,39.295857
ARPE,soft,random-s40_d0.15,600,0,17,70436874,70.436874
ARPE,soft,random-s40_d0.15,600,0,18,70806445,70.806445
ARPE,soft,random-s40_d0.15,600,0,19,70742804,70.742804
ARPE,soft,random-s40_d0.15,600,0,20,71109725,71.109725
ARPE,soft,random-s40_d0.15,600,0,21,70773225,70.773225
ARPE,soft,random-s40_d0.15,600,0,22,70480714,70.480714
ARPE,soft,random-s40_d0.15,600,0,23,70762164,70.762164
ARPE,soft,random-s40_d0.15,600,0,24,70886235,70.886235
ARPE,soft,random-s40_d0.15,600,0,25,70667135,70.667135
ARPE,soft,random-s40_d0.15,600,0,26,70934404,70.934404
ARPE,soft,random-s40_d0.15,600,0,27,70797205,70.797205
ARPE,soft,random-s40_d0.15,600,0,28,70886724,70.886724
ARPE,soft,random-s40_d0.15,600,0,29,70988124,70.988124
ARPE,soft,random-s40_d0.15,600,0,30,72953794,72.953794
ARPE,soft,random-s40_d0.15,600,0,31,71078445,71.078445
ARPE,soft,random-s40_d0.15,600,0,32,71078434,71.078434
ARPE,soft,random-s40_d0.15,600,0,33,71291054,71.291054
ARPE,soft,random-s40_d0.15,600,0,34,71195245,71.195245
ARPE,soft,random-s40_d0.15,600,0,35,71022145,71.022145
ARPE,soft,random-s40_d0.15,600,0,36,71320334,71.320334
ARPE,soft,random-s40_d0.15,600,0,37,71516075,71.516075
ARPE,soft,random-s40_d0.15,600,0,38,71374154,71.374154
ARPE,soft,random-s40_d0.15,600,0,39,71501905,71.501905
ARPE,soft,random-s40_d0.15,600,0,40,71016705,71.016705
ARPE,soft,random-s40_d0.15,600,0,41,71275585,71.275585
ARPE,soft,random-s40_d0.15,600,0,42,71086965,71.086965
ARPE,soft,random-s40_d0.15,600,0,43,71305044,71.305044
ARPE,soft,random-s40_d0.15,600,0,44,71183724,71.183724
ARPE,soft,random-s40_d0.15,600,0,45,71417805,71.417805
ARPE,soft,random-s40_d0.15,600,0,46,71545295,71.545295
ARPE,soft,random-s40_d0.15,600,0,47,71672685,71.672685
ARPE,soft,random-s40_d0.15,600,0,48,74050145,74.050145
ARPE,soft,random-s40_d0.15,600,0,49,71725365,71.725365
ARPE,soft,random-s40_d0.15,600,0,50,71798795,71.798795
ARPE,soft,random-s40_d0.15,600,0,51,71589724,71.589724
ARPE,soft,random-s40_d0.15,600,0,52,71844084,71.844084
ARPE,soft,random-s40_d0.15,600,0,53,71800584,71.800584
ARPE,soft,random-s40_d0.15,600,0,54,72443755,72.443755
ARPE,soft,random-s40_d0.15,600,0,55,71684035,71.684035
ARPE,soft,random-s40_d0.15,600,0,56,71852445,71.852445
ARPE,soft,random-s40_d0.15,600,0,57,71808294,71.808294
ARPE,soft,random-s40_d0.15,600,0,58,72194345,72.194345
ARPE,soft,random-s40_d0.15,600,0,59,72073025,72.073025
ARPE,soft,random-s40_d0.15,600,0,60,72044144,72.044144
ARPE,soft,random-s40_d0.15,600,0,61,78478526,78.478526
ARPE,soft,random-s40_d0.15,600,0,62,72385145,72.385145
ARPE,soft,random-s40_d0.15,600,0,63,72555495,72.555495
ARPE,soft,random-s40_d0.15,600,0,64,72478314,72.478314
ARPE,soft,random-s40_d0.15,600,0,65,72293315,72.293315
ARPE,soft,random-s40_d0.15,600,0,66,72790825,72.790825
ARPE,soft,random-s40_d0.15,600,0,67,72133695,72.133695
ARPE,soft,random-s40_d0.15,600,0,68,72353615,72.353615
ARPE,soft,random-s40_d0.15,600,0,69,72830755,72.830755
ARPE,soft,random-s40_d0.15,600,0,70,72407775,72.407775
ARPE,soft,random-s40_d0.15,600,0,71,72331425,72.331425
ARPE,soft,random-s40_d0.15,600,0,72,72335735,72.335735
ARPE,soft,random-s40_d0.15,600,0,73,72360715,72.360715
ARPE,soft,random-s40_d0.15,600,0,74,72594915,72.594915
ARPE,soft,random-s40_d0.15,600,0,75,72389964,72.389964
ARPE,soft,random-s40_d0.15,600,0,76,72594964,72.594964
ARPE,soft,random-s40_d0.15,600,0,77,72425245,72.425245
